date,region,state,cases,deaths
2020-06-07,Norte,Pará,54271,3678
2020-06-07,Norte,Rondônia,8110,235
2020-06-07,Norte,Roraima,5529,142
2020-06-07,Norte,Tocantins,5644,99
2020-06-07,Sudeste,Espírito Santo,19619,832
2020-06-07,Sudeste,Minas Gerais,15703,376
2020-06-07,Sudeste,Rio de Janeiro,67756,6707
2020-06-07,Sudeste,São Paulo,143073,9145
2020-06-07,Sul,Paraná,6897,237
2020-06-07,Sul,Rio Grande do Sul,12135,286
2020-06-07,Sul,Santa Catarina,11565,171
